,ANDN920101,ARGP820101,ARGP820102,ARGP820103,BEGF750101,BEGF750102,BEGF750103,BHAR880101,BIGC670101,BIOV880101,BIOV880102,BROC820101,BROC820102,BULH740101,BULH740102,BUNA790101,BUNA790102,BUNA790103,BURA740101,BURA740102,CHAM810101,CHAM820101,CHAM820102,CHAM830101,CHAM830102,CHAM830103,CHAM830104,CHAM830105,CHAM830106,CHAM830107,CHAM830108,CHOC750101,CHOC760101,CHOC760102,CHOC760103,CHOC760104,CHOP780101,CHOP780201,CHOP780202,CHOP780203,CHOP780204,CHOP780205,CHOP780206,CHOP780207,CHOP780208,CHOP780209,CHOP780210,CHOP780211,CHOP780212,CHOP780213,CHOP780214,CHOP780215,CHOP780216,CIDH920101,CIDH920102,CIDH920103,CIDH920104,CIDH920105,COHE430101,CRAJ730101,CRAJ730102,CRAJ730103,DAWD720101,DAYM780101,DAYM780201,DESM900101,DESM900102,EISD840101,EISD860101,EISD860102,EISD860103,FASG760101,FASG760102,FASG760103,FASG760104,FASG760105,FAUJ830101,FAUJ880101,FAUJ880102,FAUJ880103,FAUJ880104,FAUJ880105,FAUJ880106,FAUJ880107,FAUJ880108,FAUJ880109,FAUJ880110,FAUJ880111,FAUJ880112,FAUJ880113,FINA770101,FINA910101,FINA910102,FINA910103,FINA910104,GARJ730101,GEIM800101,GEIM800102,GEIM800103,GEIM800104,GEIM800105,GEIM800106,GEIM800107,GEIM800108,GEIM800109,GEIM800110,GEIM800111,GOLD730101,GOLD730102,GRAR740101,GRAR740102,GRAR740103,GUYH850101,HOPA770101,HOPT810101,HUTJ700101,HUTJ700102,HUTJ700103,ISOY800101,ISOY800102,ISOY800103,ISOY800104,ISOY800105,ISOY800106,ISOY800107,ISOY800108,JANJ780101,JANJ780102,JANJ780103,JANJ790101,JANJ790102,JOND750101,JOND750102,JOND920101,JOND920102,JUKT750101,JUNJ780101,KANM800101,KANM800102,KANM800103,KANM800104,KARP850101,KARP850102,KARP850103,KHAG800101,KLEP840101,KRIW710101,KRIW790101,KRIW790102,KRIW790103,KYTJ820101,LAWE840101,LEVM760101,LEVM760102,LEVM760103,LEVM760104,LEVM760105,LEVM760106,LEVM760107,LEVM780101,LEVM780102,LEVM780103,LEVM780104,LEVM780105,LEVM780106,LEWP710101,LIFS790101,LIFS790102,LIFS790103,MANP780101,MAXF760101,MAXF760102,MAXF760103,MAXF760104,MAXF760105,MAXF760106,MCMT640101,MEEJ800101,MEEJ800102,MEEJ810101,MEEJ810102,MEIH800101,MEIH800102,MEIH800103,MIYS850101,NAGK730101,NAGK730102,NAGK730103,NAKH900101,NAKH900102,NAKH900103,NAKH900104,NAKH900105,NAKH900106,NAKH900107,NAKH900108,NAKH900109,NAKH900110,NAKH900111,NAKH900112,NAKH900113,NAKH920101,NAKH920102,NAKH920103,NAKH920104,NAKH920105,NAKH920106,NAKH920107,NAKH920108,NISK800101,NISK860101,NOZY710101,OOBM770101,OOBM770102,OOBM770103,OOBM770104,OOBM770105,OOBM850101,OOBM850102,OOBM850103,OOBM850104,OOBM850105,PALJ810101,PALJ810102,PALJ810103,PALJ810104,PALJ810105,PALJ810106,PALJ810107,PALJ810108,PALJ810109,PALJ810110,PALJ810111,PALJ810112,PALJ810113,PALJ810114,PALJ810115,PALJ810116,PARJ860101,PLIV810101,PONP800101,PONP800102,PONP800103,PONP800104,PONP800105,PONP800106,PONP800107,PONP800108,PRAM820101,PRAM820102,PRAM820103,PRAM900101,PRAM900102,PRAM900103,PRAM900104,PTIO830101,PTIO830102,QIAN880101,QIAN880102,QIAN880103,QIAN880104,QIAN880105,QIAN880106,QIAN880107,QIAN880108,QIAN880109,QIAN880110,QIAN880111,QIAN880112,QIAN880113,QIAN880114,QIAN880115,QIAN880116,QIAN880117,QIAN880118,QIAN880119,QIAN880120,QIAN880121,QIAN880122,QIAN880123,QIAN880124,QIAN880125,QIAN880126,QIAN880127,QIAN880128,QIAN880129,QIAN880130,QIAN880131,QIAN880132,QIAN880133,QIAN880134,QIAN880135,QIAN880136,QIAN880137,QIAN880138,QIAN880139,RACS770101,RACS770102,RACS770103,RACS820101,RACS820102,RACS820103,RACS820104,RACS820105,RACS820106,RACS820107,RACS820108,RACS820109,RACS820110,RACS820111,RACS820112,RACS820113,RACS820114,RADA880101,RADA880102,RADA880103,RADA880104,RADA880105,RADA880106,RADA880107,RADA880108,RICJ880101,RICJ880102,RICJ880103,RICJ880104,RICJ880105,RICJ880106,RICJ880107,RICJ880108,RICJ880109,RICJ880110,RICJ880111,RICJ880112,RICJ880113,RICJ880114,RICJ880115,RICJ880116,RICJ880117,ROBB760101,ROBB760102,ROBB760103,ROBB760104,ROBB760105,ROBB760106,ROBB760107,ROBB760108,ROBB760109,ROBB760110,ROBB760111,ROBB760112,ROBB760113,ROBB790101,ROSG850101,ROSG850102,ROSM880101,ROSM880102,ROSM880103,SIMZ760101,SNEP660101,SNEP660102,SNEP660103,SNEP660104,SUEM840101,SUEM840102,SWER830101,TANS770101,TANS770102,TANS770103,TANS770104,TANS770105,TANS770106,TANS770107,TANS770108,TANS770109,TANS770110,VASM830101,VASM830102,VASM830103,VELV850101,VENT840101,VHEG790101,WARP780101,WEBA780101,WERD780101,WERD780102,WERD780103,WERD780104,WOEC730101,WOLR810101,WOLS870101,WOLS870102,WOLS870103,YUTK870101,YUTK870102,YUTK870103,YUTK870104,ZASB820101,ZIMJ680101,ZIMJ680102,ZIMJ680103,ZIMJ680104,ZIMJ680105,AURR980101,AURR980102,AURR980103,AURR980104,AURR980105,AURR980106,AURR980107,AURR980108,AURR980109,AURR980110,AURR980111,AURR980112,AURR980113,AURR980114,AURR980115,AURR980116,AURR980117,AURR980118,AURR980119,AURR980120,ONEK900101,ONEK900102,VINM940101,VINM940102,VINM940103,VINM940104,MUNV940101,MUNV940102,MUNV940103,MUNV940104,MUNV940105,WIMW960101,KIMC930101,MONM990101,BLAM930101,PARS000101,PARS000102,KUMS000101,KUMS000102,KUMS000103,KUMS000104,TAKK010101,FODM020101,NADH010101,NADH010102,NADH010103,NADH010104,NADH010105,NADH010106,NADH010107,MONM990201,KOEP990101,KOEP990102,CEDJ970101,CEDJ970102,CEDJ970103,CEDJ970104,CEDJ970105,FUKS010101,FUKS010102,FUKS010103,FUKS010104,FUKS010105,FUKS010106,FUKS010107,FUKS010108,FUKS010109,FUKS010110,FUKS010111,FUKS010112,MITS020101,TSAJ990101,TSAJ990102,COSI940101,PONP930101,WILM950101,WILM950102,WILM950103,WILM950104,KUHL950101,GUOD860101,JURD980101,BASU050101,BASU050102,BASU050103,SUYM030101,PUNT030101,PUNT030102,GEOR030101,GEOR030102,GEOR030103,GEOR030104,GEOR030105,GEOR030106,GEOR030107,GEOR030108,GEOR030109,ZHOH040101,ZHOH040102,ZHOH040103,BAEK050101,HARY940101,PONJ960101,DIGM050101,WOLR790101,OLSK800101,KIDA850101,GUYH850102,GUYH850104,GUYH850105,JACR890101,COWR900101,BLAS910101,CASG920101,CORJ870101,CORJ870102,CORJ870103,CORJ870104,CORJ870105,CORJ870106,CORJ870107,CORJ870108,MIYS990101,MIYS990102,MIYS990103,MIYS990104,MIYS990105,ENGD860101,FASG890101,KARS160101,KARS160102,KARS160103,KARS160104,KARS160105,KARS160106,KARS160107,KARS160108,KARS160109,KARS160110,KARS160111,KARS160112,KARS160113,KARS160114,KARS160115,KARS160116,KARS160117,KARS160118,KARS160119,KARS160120,KARS160121,KARS160122
ANDN920101,1,0.012028938,-0.154189529,-0.187505408,-0.314774509,-0.242624814,0.54268688,-0.290069945,0.207948129,-0.053614064,-0.037361419,-0.078416523,-0.092167719,0.127906723,-0.384584997,-0.01630991,0.949091207,-0.071839223,-0.146057566,-0.360752494,0.101329152,0.357720891,0.310322337,0.230434264,-0.15471855,-0.186391632,0.167181789,0.33403084,0.37017296,0.050044559,0.578515108,0.275828671,0.348829089,0.256755407,-0.41596852,-0.45490529,0.388457981,-0.132687016,-0.222548432,0.266801677,0.171311815,-0.096524768,0.083162541,0.144239775,-0.34909277,-0.01016282,0.27099924,0.188355168,0.580686675,0.073607042,0.365940452,0.208610184,0.26916222,0.0684195,0.056262197,-0.167625059,-0.157450812,-0.071502538,-0.568929484,0.036426618,-0.322964004,0.521913307,0.189116492,-0.591765779,-0.030064266,-0.156959687,-0.184257718,-0.269486652,-0.070759268,0.029341194,-0.290555088,0.473705004,-0.221821419,-0.359039026,-0.429364488,-0.500088702,-0.075353448,-0.080617993,-0.015926783,0.35470096,0.275351524,-0.15898171,0.526541113,0.041311395,0.571092402,0.239446059,0.298226877,0.065871816,0.143461071,-0.132465057,0.079227303,0.454702179,0.024102484,0.201947869,-0.225720273,0.265772053,0.083705219,0.134176768,0.262955396,0.09581632,-0.335027703,-0.173240301,-0.282176442,0.224523914,-0.08414822,0.161043236,0.187272572,-0.060263015,0.203384406,0.379921477,0.196351613,0.176872618,0.02670175,0.241652224,0.003440302,0.334553036,0.300275558,0.094617837,-0.04727124,-0.067743093,0.199084583,-0.031414032,0.268623645,0.192392708,0.123888027,-0.11349019,0.199478486,-0.271091573,0.194487651,-0.264241621,-0.180424235,0.013672966,-0.388347256,-0.649060919,-0.178094407,-0.566108815,-0.602933683,-0.039805606,-0.369231534,-0.145323565,-0.519043316,-0.21284304,-0.021722897,-0.152519858,-0.078046788,-0.138759766,-0.122285368,-0.008307089,-0.04619733,0.208268667,-0.417946191,-0.171497515,-0.011802175,0.424041294,0.355582832,-0.475477652,0.341056485,0.064766705,0.301589995,0.099386428,-0.355766194,0.136892423,0.064601845,-0.31418736,0.184952636,0.269681237,-0.28247119,-0.554662101,-0.090448669,-0.367212681,-0.087899471,-0.199092002,0.496373787,-0.151911862,-0.309689515,0.282627125,0.443560115,-0.09036079,0.02268298,0.007674211,0.019430447,0.083243961,0.124511881,-0.181629537,-0.098640468,-0.004801468,-0.245375818,0.126313063,-0.644432962,-0.55243622,-0.443281165,0.028586783,-0.41132703,0.031805548,-0.491044967,0.020283289,-0.65555338,-0.15851408,-0.624748196,-0.486866463,-0.544365629,-0.433551498,-0.318285154,-0.505657687,-0.466277898,-0.656073227,-0.516987519,-0.548639972,-0.567440815,-0.224018221,-0.111810362,0.034268988,0.276257492,0.271965312,0.13508659,-0.358075235,-0.468053478,-0.429766294,-0.137647255,-0.293612431,0.234179817,-0.278649238,0.093037059,-0.114014029,-0.298497133,-0.252834678,0.180062694,0.409133386,0.113199587,-0.055797693,0.041238346,-0.239565098,0.02202253,-0.292303043,0.17038287,0.092784682,0.151745969,0.13222704,0.13663423,-0.145412403,-0.256204374,-0.209597534,-0.165246801,-0.458737099,-0.225333606,-0.1349221,-0.353952213,-0.303103606,-0.061985603,-0.256058487,-0.19832519,0.210500372,0.099386428,-0.355766194,0.131201409,-0.062672391,-0.283399926,-0.226263282,0.189646433,-0.013473035,0.134801823,0.021942613,0.069863496,-0.205206386,0.012976332,-0.118349561,-0.057468288,-0.16449414,0.010548372,0.071560997,0.146939403,0.129562932,-0.124067154,-0.344884943,-0.505261039,-0.382568056,-0.226684842,-0.17648044,-0.269525906,-0.045424415,0.024568097,0.191099032,0.085844441,0.234174528,-0.064408264,0.16140872,0.23954899,0.428114466,0.197911145,0.286339221,0.127909323,0.257332436,0.093035219,0.118615254,-0.162542968,-0.189191345,0.106458197,0.099887376,0.069924849,0.008037077,-0.018692794,-0.241894691,0.188242401,0.253114862,0.143115888,0.258640735,0.159109192,0.003326188,-0.07015533,-0.245125997,0.184248917,0.201121262,-0.088844473,-0.325690112,0.001043476,-0.46131723,-0.274698856,-0.340397911,0.246064236,-0.238035504,-0.068071724,0.187760786,0.187760786,0.361184769,0.073386665,0.316178357,0.108324788,-0.010315704,0.139836147,0.002512915,0.147776696,0.107201693,-0.216676157,0.090012297,0.217558589,-0.261770091,-0.135152386,0.30199197,-0.042493737,0.279236466,-0.155154641,0.053610614,-0.303855722,-0.28590905,0.055928926,0.470806701,0.536616229,0.434147563,0.214325119,0.135882926,0.445243231,-0.108996856,0.230640639,-0.103788729,0.255982993,0.196491468,0.460597494,-0.045729507,-0.266829909,-0.512195549,0.301854107,0.533335376,-0.073641055,0.284286775,-0.122825947,-0.099396766,0.14902935,-0.21915244,-0.035131274,0.443836107,0.466219174,-0.032230532,0.215914736,-0.120177334,0.460634701,-0.010995682,-0.180206527,0.278564297,0.554188888,-0.207491746,0.285081396,-0.252975607,-0.317910403,0.065128461,0.240928254,0.116658858,-0.39407417,0.200444587,-0.460026883,0.179516946,0.700194806,0.503312712,-0.223179229,-0.211096932,-0.0342208,-0.048349721,0.223281697,-0.177160219,-0.05533227,0.179521416,-0.165164507,-0.158855467,-0.21796758,0.002841105,0.182571304,0.258987074,0.299984102,-0.033962905,0.17822416,-0.178572563,-0.180421976,-0.157212145,-0.221876937,-0.01371318,0.002722127,-0.216297645,-0.091625554,0.15818187,-0.160172585,0.017631289,-0.089505245,-0.062054664,-0.040722504,0.023182792,-0.012477255,-0.051847324,-0.178077278,0.199954785,0.124872273,0.062917512,0.232144516,-0.012194614,0.031483763,0.13730948,-0.203227549,0.167640708,-0.052266985,0.000545808,-0.106370214,-0.718568866,-0.669701576,-0.429473798,-0.509305261,0.038921586,0.260818702,-0.218859984,-0.13980957,-0.073537951,-0.038597587,-0.028172673,0.033540165,0.195734863,0.318668165,0.046481162,0.190377184,-0.591721101,-0.613425346,-0.666733075,-0.644494011,-0.447801633,-0.315868853,-0.250052719,-0.082552301,-0.18021171,-0.743491249,-0.719262955,-0.59677013,-0.576832574,-0.728911855,-0.706908516,-0.445959066,-0.59429751,0.277348082,0.227932489,0.233572453,0.554230855,-0.274022843,-0.171697742,-0.120364971,0.314288613,-0.134439557,0.284528226,-0.115642956,-0.39449768,-0.246041858,-0.034665041,-0.190805241,0.24460849,0.18957225,0.268530224,0.017015934,0.021917875,-0.020841501,-0.044160776,-0.146771687,-0.002534687,0.148091013,0.025452417,0.011001167,0.128699736,0.125559744,0.04085941,0.091639512,0.236845547,0.312337354,-0.303124989,-0.444754488,-0.461044906,-0.018050482,-0.033389619,0.198233722,0.307261435,-0.161914163,-0.233189724,-0.20459226,-0.014522327,-0.244054356,-0.115550991,-0.213238937,-0.247335555,-0.239283066,-0.191125238,-0.251542824,0.245709325,0.14860504,0.150395103,0.077151685,0.038258564,0.076779097,0.21014386,0.070024186,0.434871415,0.449140085,0.458799673,0.423237637,0.471249597,0.470454906,0.4180674,0.490002233,0.376465952,-0.124284104,0.517883734,-0.17435195,0.491755059,0.472926485,0.554187806,0.485706619,0.536601609,0.395877678,0.506735115,0.113250512,0.572617981,0.002555777
ARGP820101,0.012028938,1,0.35874391,0.435387531,0.21930383,0.448678299,-0.169637568,-0.482253521,0.686858562,0.681127159,0.63655819,0.690931621,0.668423639,-0.853882683,0.757977725,-0.311315518,0.181945106,-0.363993664,0.179132603,0.204494458,0.374830473,0.646304877,0.256674266,-0.390869618,0.054919596,0.108860436,0.267167813,0.279321805,0.354716853,-0.454953587,0.154653165,0.634710406,0.546263936,-0.307488469,0.430435589,0.173454032,-0.394919335,0.100655649,0.537095879,-0.500258937,-0.063923412,-0.155664927,-0.415813697,-0.281372369,0.521164027,0.505333076,-0.509163619,-0.174452655,-0.413186003,-0.161970025,-0.486109855,0.03882408,-0.401216493,0.749044322,0.861779328,0.826920471,0.818520071,0.866665694,0.62048237,-0.028432365,0.446405488,-0.042467598,0.492943155,-0.401131923,-0.615828083,0.258698621,0.386262458,0.545009447,0.735587899,-0.090560259,0.590395873,0.490346982,0.390748969,-0.363550344,0.270594016,0.348985092,0.762323785,0.687340922,0.306661559,0.610473055,0.267424817,0.313916684,0.522247012,0.498498675,-0.477795809,-0.365646126,-0.581088928,-0.110018293,-0.220489452,-0.086503397,0.470525988,-0.439290738,0.248994401,-0.175766457,-0.219068489,0.676719343,0.099699499,0.141404,0.060302232,0.015618366,0.434745378,0.423733893,0.478894718,-0.478514665,-0.177875812,-0.457566988,-0.450223155,0.935573202,0.688645261,-0.504134976,-0.710931189,0.638769519,-0.514703576,-0.261600966,-0.595501556,0.481055886,0.394094864,0.17760691,0.031437595,0.553387519,-0.43219135,-0.081820054,-0.479584978,0.111461513,-0.210384334,-0.425613863,-0.297604798,0.399280964,-0.31724278,0.390276976,0.352055714,0.999995133,0.165173642,-0.310842946,-0.559023938,-0.391531391,-0.401175458,-0.017798434,0.476994209,0.198957795,0.403040794,-0.756273756,-0.525843869,-0.354259569,0.013008347,0.113882848,-0.373007467,-0.542150761,-0.356517825,0.658291884,0.472339186,0.777188877,-0.644654635,0.381952231,0.15658318,-0.354843301,0.414242291,0.864515649,0.805559409,-0.068849594,0.443061341,-0.344647085,-0.064111234,0.471985374,-0.364912735,-0.243454547,0.589394916,0.499997485,0.53745665,0.622967112,0.073844747,0.537363635,-0.279842947,-0.445043109,-0.38359411,-0.07957102,0.619003265,0.710698372,0.855225836,0.891015599,0.852595376,-0.683956283,-0.550336888,0.536333474,0.700710981,0.025859389,0.461126033,-0.259057465,-0.296595578,-0.335300164,0.161957892,0.504750081,0.172388424,0.481989433,0.118176076,0.47869359,-0.043377428,0.534393407,0.248784657,0.25980462,0.083783178,-0.448517087,-0.473020928,-0.424693893,-0.29845688,0.309354903,-0.404829466,-0.355472866,0.339738396,0.567683295,0.682638729,0.80003617,-0.380267477,0.257259152,-0.707894693,-0.692333266,-0.567872688,0.542210077,-0.622268693,0.327239702,-0.467217927,-0.475942606,-0.013952175,0.00784863,0.469322315,0.518137528,-0.336890416,-0.361910331,0.049574776,-0.216057452,-0.083658176,0.388574053,0.446836874,0.500920965,-0.235551993,-0.419982771,-0.250764726,-0.249636218,-0.835025593,0.819666859,0.552147223,0.530812567,0.519107747,0.221000169,0.357997488,0.350024895,0.642799917,0.601046156,-0.161773414,-0.423245966,-0.228008163,-0.421166368,-0.068849594,0.443061341,-0.347748701,0.251743578,0.620201305,-0.041076468,0.103576735,-0.234018245,0.19976715,0.151591678,0.157896058,0.080994764,-0.02850683,0.01860283,0.038967697,0.173809324,0.226673517,0.318625838,-0.705121593,-0.486358263,-0.496290513,0.09458709,0.373415257,0.438289517,0.518437061,0.415194086,0.351102224,-0.254684923,-0.36092267,-0.568644254,-0.442197153,0.568264432,0.333754266,0.567600079,-0.309260818,-0.459153169,-0.354700258,-0.410109444,-0.272919997,-0.273529409,-0.047085071,0.099758075,0.140292651,0.112456166,-0.644795462,-0.552486197,-0.440166398,-0.580280444,0.165259348,-0.314157587,-0.020190635,0.59176949,-0.33076955,-0.040062196,0.024399181,-0.238357012,-0.039178777,0.57278822,-0.324059141,-0.22939272,0.17580839,0.584666889,0.74373599,-0.386433033,0.475079293,0.19514814,0.341416266,0.414764673,0.659089688,-0.020150384,-0.020150384,-0.59624882,0.448070621,-0.136537338,-0.171161548,0.535995827,-0.055783598,0.191196632,0.208695514,0.517384224,0.1674411,-0.528284699,-0.390439904,-0.410668778,-0.253642753,0.115173034,0.10746928,-0.106140193,0.082806043,-0.099024812,0.491753142,0.442473317,0.102787315,-0.206915343,-0.025125258,-0.17194395,-0.047256556,-0.272817658,-0.206033287,0.799403825,0.718761551,0.564604758,-0.67925716,-0.655390265,0.123648237,0.966516622,0.032808527,0.242912996,0.636631884,-0.268044431,0.517990327,0.614358637,0.73476907,0.124993649,0.200560809,0.509843251,-0.098567628,-0.262103642,-0.515692031,-0.527423281,0.021258503,-0.425054972,-0.433765166,-0.012051061,-0.405496624,0.666133779,-0.165128556,0.763736835,-0.45491968,0.400209814,-0.75244796,0.65687726,-0.406174117,0.038865392,0.002255701,-0.603280632,0.334120215,-0.837584326,0.350030161,0.074596557,0.511095556,0.226921679,0.121039898,0.110770668,0.648541178,0.745950899,0.784653861,-0.25765179,0.07120546,0.75085745,0.064992917,-0.01859421,-0.1838174,-0.460388894,-0.378583442,0.124106955,-0.241563983,0.17048975,0.215646235,-0.032803814,0.002507117,0.103310282,0.359050707,0.246489309,-0.103049094,-0.37522735,-0.413591196,0.261991013,0.018629005,-0.266697957,-0.202519294,0.190778759,-0.607713023,-0.7375379,-0.558124834,-0.333242655,0.063006124,0.101491594,-0.471676122,-0.024885675,0.011273248,0.655358869,-0.412193241,-0.394084544,-0.152044545,-0.615754734,-0.45930301,-0.201744274,-0.279364354,-0.10787575,-0.144152796,0.906165274,0.428677175,0.555615749,0.494104945,0.543241278,0.561851891,0.585629727,0.465963718,0.184048769,-0.387043628,-0.315586291,-0.640976102,-0.341091263,-0.297892969,-0.040906073,-0.302969706,-0.404357899,-0.295618416,-0.543626084,-0.667917171,-0.507084785,0.17475396,0.09077966,0.017022096,0.216295981,-0.074364253,-0.25695946,-0.418932501,-0.215236643,0.420544527,0.657891909,0.646047549,-0.165221621,0.604155123,0.659089632,0.626996474,0.182604891,0.359645569,-0.589818503,0.798929934,0.486010196,0.706458727,0.766423361,0.694001429,0.3278519,-0.562076372,-0.56905724,0.173398344,0.115714462,0.313911016,0.185375084,0.407529576,0.333986775,-0.326856107,0.093084689,0.152208528,0.841037491,0.796748879,0.773082722,0.500834551,0.621471366,0.580775046,-0.540400995,0.349888902,0.405393374,-0.706229306,-0.65274256,-0.337309915,-0.37515621,0.380942315,0.678396329,0.761459261,0.586147756,0.516107661,0.735660492,0.542177343,0.563896255,0.536045382,0.533896477,0.54467345,-0.547631204,-0.707810382,-0.703951362,-0.593081582,-0.640332007,-0.642837139,-0.420871391,-0.601571687,0.514286675,0.583608492,0.571908207,0.531609978,0.455560114,0.519861823,0.463384581,0.513575399,0.435813026,-0.588640644,0.373651973,-0.24740173,0.561175141,0.320479757,0.385991814,0.274914294,0.472319936,0.051037378,0.344080361,0.130244231,0.51720097,0.144437219
